w	LED 2700 K	w	LED 4100 K			
399	0.0025618119654994	380.843475341797	0.0105105452239513			
400	0.00213866733607637	381.657135009766	0.00298153120093048			
401	0.00328586125727437	382.470825195313	0.00589601323008537			
402	0.00183503599918462	383.284484863281	0.00874128099530935			
403	0.00329001960717659	384.098175048828	0.0144984144717455			
404	0.00288317192581607	384.911834716797	0.00720840645954013			
405	0.00324443443738806	385.725524902344	0.00712171010673046			
406	0.00249489158998738	386.539184570313	0.0070247002877295			
407	0.0030678508500551	387.352844238281	0.00415047025308013			
408	0.00281531308449095	388.166534423828	0.0041115521453321			
409	0.0037498395879688	388.980194091797	0.0108424397185445			
410	0.00397404174988516	389.793884277344	0.00537750171497464			
411	0.00327314234147695	390.607543945313	0.00531700253486633			
412	0.00437648006746789	391.421234130859	0.00666426634415984			
413	0.00482173069128834	392.234893798828	0.0026410052087158			
414	0.00495592783994516	393.048583984375	-3.46361384018223E-10			
415	0.00444894666497382	393.862243652344	0.00778091512620449			
416	0.00580624242074861	394.675903320313	0.0115770110860467			
417	0.00574642202101449	395.489593505859	0.0140030840411782			
418	0.00777079890077479	396.303253173828	0.00882689282298088			
419	0.00813934924269273	397.116943359375	0.013762641698122			
420	0.00910325533814212	397.930603027344	0.0162197072058916			
421	0.010204205567102	398.744293212891	0.0173743218183517			
422	0.0108293922302927	399.557952880859	0.0171955488622189			
423	0.0126902671809829	400.371643066406	0.0146432425826788			
424	0.0128214753857881	401.185302734375	0.0216868110001087			
425	0.0159070789230516	401.998992919922	0.0310236047953367			
426	0.017213651071501	402.812652587891	0.0177131779491901			
427	0.0174482388621062	403.626312255859	0.02478570304811			
428	0.0230251922792493	404.440002441406	0.0339174941182137			
429	0.0252082691127763	405.250518798828	0.0372028052806854			
430	0.0271691397278491	406.061065673828	0.0447998940944672			
431	0.0295675204281107	406.87158203125	0.0479490049183369			
432	0.0336582751324715	407.682098388672	0.0566769242286682			
433	0.0375909684319544	408.492645263672	0.0629487186670303			
434	0.0451307672963908	409.303161621094	0.0712659880518913			
435	0.0479578226762352	410.113677978516	0.0912117809057236			
436	0.0567802355334779	410.924224853516	0.0924137830734253			
437	0.0590443870720196	411.734741210938	0.112481661140919			
438	0.0674684115960646	412.545257568359	0.136326238512993			
439	0.07768948960302	413.355804443359	0.145281195640564			
440	0.0865973983673399	414.166320800781	0.161554619669914			
441	0.0955999718303024	414.976837158203	0.18663664162159			
442	0.108787302527637	415.787353515625	0.217370331287384			
443	0.125100206546726	416.597900390625	0.248549729585648			
444	0.136841422775432	417.408416748047	0.265054285526276			
445	0.16035203331781	418.218933105469	0.301200747489929			
446	0.189184431640723	419.029479980469	0.330914735794067			
447	0.219551815212926	419.839996337891	0.380463480949402			
448	0.251337021487565	420.650512695313	0.414126187562943			
449	0.295908476215083	421.461059570313	0.463742762804031			
450	0.344887286919647	422.271575927734	0.510123133659363			
451	0.399475395198026	423.082092285156	0.550613462924957			
452	0.459048921134285	423.892639160156	0.6239213347435			
453	0.520450725985333	424.703155517578	0.675237417221069			
454	0.566474225634556	425.513671875	0.71137797832489			
455	0.616753398178652	426.32421875	0.767514884471893			
456	0.654559966911635	427.134735107422	0.815981268882751			
457	0.685466384679746	427.945251464844	0.859041512012482			
458	0.684562284408284	428.755798339844	0.918636023998261			
459	0.679120320956455	429.566314697266	0.962329149246216			
460	0.658735223507221	430.376831054688	1.00317859649658			
461	0.623844938722125	431.187377929688	1.04341614246368			
462	0.587937280301755	431.997894287109	1.08858788013458			
463	0.551948515908665	432.808410644531	1.10523450374603			
464	0.519898732795601	433.618957519531	1.15139806270599			
465	0.483382148298749	434.429473876953	1.1310898065567			
466	0.474594901032551	435.239990234375	1.16541802883148			
467	0.46184589576893	436.044738769531	1.18113899230957			
468	0.459766850152339	436.849487304688	1.19070541858673			
469	0.463329583792963	437.654235839844	1.20317482948303			
470	0.461323139464662	438.458984375	1.20797872543335			
471	0.462730029845807	439.263732910156	1.22217094898224			
472	0.458538044936557	440.068481445313	1.23641216754913			
473	0.457958762800327	440.873199462891	1.24956393241882			
474	0.44969149064421	441.677947998047	1.22862207889557			
475	0.439695697846538	442.482696533203	1.23049187660217			
476	0.423060934147089	443.287445068359	1.24122595787048			
477	0.40606461121564	444.092193603516	1.23320364952087			
478	0.398002849939107	444.896942138672	1.17793464660645			
479	0.383033377815929	445.701690673828	1.14861738681793			
480	0.37748066010939	446.506408691406	1.08968794345856			
481	0.366536231371187	447.311157226563	1.03236401081085			
482	0.370754684824699	448.115905761719	0.934920608997345			
483	0.368601273206495	448.920654296875	0.838712632656097			
484	0.374607265246471	449.725402832031	0.759958148002625			
485	0.378621285948104	450.530151367188	0.677531838417053			
486	0.390175115768323	451.334899902344	0.598639190196991			
487	0.398454326445468	452.1396484375	0.513276040554047			
488	0.407134188105312	452.944366455078	0.448605835437775			
489	0.412582310500767	453.749114990234	0.380222290754318			
490	0.431550488005907	454.553863525391	0.329460233449936			
491	0.436412908040216	455.358612060547	0.296703904867172			
492	0.441691170403982	456.163360595703	0.252934187650681			
493	0.445337692920258	456.968109130859	0.229990527033806			
494	0.456408454123977	457.772857666016	0.213612452149391			
495	0.472199423219564	458.577606201172	0.19667312502861			
496	0.471204723227327	459.38232421875	0.181897729635239			
497	0.482643511625777	460.187072753906	0.161183103919029			
498	0.496173407776499	460.991821289063	0.1563960313797			
499	0.500609405207101	461.796569824219	0.148862525820732			
500	0.513409575409721	462.601318359375	0.139039754867554			
501	0.518833129767369	463.406066894531	0.131480619311333			
502	0.523277002369584	464.210815429688	0.122131317853928			
503	0.545792667071025	465.015533447266	0.115616455674171			
504	0.550534403491391	465.820281982422	0.103745885193348			
505	0.559563817960275	466.625030517578	0.0999004244804382			
506	0.569442209274661	467.429779052734	0.0927364826202393			
507	0.583029576743874	468.234527587891	0.0938221141695976			
508	0.587522191064666	469.039276123047	0.081204280257225			
509	0.59316497858067	469.844024658203	0.0755740776658058			
510	0.604775541869356	470.648773193359	0.0710619166493416			
511	0.602750098981051	471.453491210938	0.0699567422270775			
512	0.617924174269719	472.258239746094	0.0660441443324089			
513	0.626371101366556	473.06298828125	0.0657281577587128			
514	0.628220196876916	473.867736816406	0.0702568963170052			
515	0.638932967050355	474.672485351563	0.0605888888239861			
516	0.647234706081522	475.477233886719	0.0696236193180084			
517	0.646033442074664	476.281982421875	0.0587225519120693			
518	0.65172284471297	477.086700439453	0.0657504051923752			
519	0.660075477655069	477.891448974609	0.0678769201040268			
520	0.67438364144207	478.696197509766	0.0664704516530037			
521	0.677451698441916	479.500946044922	0.0674434378743172			
522	0.690868072488067	480.305694580078	0.0673267468810081			
523	0.685761173633992	481.110443115234	0.0719955936074257			
524	0.697455141392448	481.915191650391	0.0699444562196732			
525	0.711721019036037	482.719940185547	0.0710246041417122			
526	0.715814058365676	483.524658203125	0.0726510733366013			
527	0.722482109982994	484.329406738281	0.0723934024572372			
528	0.730731554374605	485.134155273438	0.0754704549908638			
529	0.738301852624616	485.938903808594	0.0829773023724556			
530	0.742876869469463	486.74365234375	0.0863985568284988			
531	0.757538705013176	487.548400878906	0.0829743072390556			
532	0.762347845069197	488.353149414063	0.0940287411212921			
533	0.765136101691615	489.157897949219	0.0986283645033836			
534	0.776245275780609	489.962615966797	0.105551287531853			
535	0.77636800942477	490.767364501953	0.112819664180279			
536	0.798813377314551	491.572113037109	0.117713443934917			
537	0.805574172687747	492.376861572266	0.128440678119659			
538	0.807822871773271	493.181610107422	0.143426239490509			
539	0.827877911370407	493.986358642578	0.153608441352844			
540	0.826263366167623	494.791107177734	0.164069205522537			
541	0.840899423722024	495.595825195313	0.179318726062775			
542	0.84597481619376	496.400573730469	0.193039149045944			
543	0.857659096753095	497.205322265625	0.210344284772873			
544	0.864815191387181	498.010070800781	0.224124357104301			
545	0.871039665751108	498.814819335938	0.23929588496685			
546	0.877982650344339	499.619567871094	0.264850705862045			
547	0.881204728672027	500.42431640625	0.285584062337875			
548	0.900125115738865	501.229064941406	0.310871541500092			
549	0.902214096304054	502.033782958984	0.335638672113419			
550	0.909156129375588	502.838531494141	0.344853758811951			
551	0.921947130990941	503.643280029297	0.381430864334106			
552	0.926209978515402	504.448028564453	0.40377077460289			
553	0.935953995801162	505.252777099609	0.431419759988785			
554	0.938661908955001	506.057525634766	0.459460258483887			
555	0.953525311829254	506.862274169922	0.484924286603928			
556	0.951963029296896	507.6669921875	0.525345742702484			
557	0.955453752646967	508.471740722656	0.554438054561615			
558	0.96272421032488	509.276489257813	0.59274035692215			
559	0.96775254418961	510.081237792969	0.617183327674866			
560	0.971761607557686	510.885986328125	0.635373115539551			
561	0.983506050154931	511.690734863281	0.681470572948456			
562	0.988371849765385	512.495483398438	0.701535999774933			
563	0.985792243958838	513.300231933594	0.745566070079803			
564	1.00126239964723	514.10498046875	0.782333493232727			
565	0.998111644208166	514.909729003906	0.824542641639709			
566	1.00845178627869	515.714477539063	0.845802962779999			
567	1.01519189907582	516.519226074219	0.879400014877319			
568	1.01989204571766	517.323913574219	0.909906804561615			
569	1.02375330052215	518.128662109375	0.934317171573639			
570	1.02165851315284	518.933410644531	0.983715176582336			
571	1.04822606030598	519.738159179688	0.993164241313934			
572	1.03467898546907	520.542907714844	1.01987540721893			
573	1.04973852533669	521.34765625	1.0590763092041			
574	1.05416973316488	522.152404785156	1.08719670772552			
575	1.05312643368819	522.957153320313	1.10995233058929			
576	1.05969422768938	523.761901855469	1.14128959178925			
577	1.06554804310667	524.566650390625	1.17619180679321			
578	1.0742009951256	525.371398925781	1.18702828884125			
579	1.07802295943129	526.176147460938	1.22742283344269			
580	1.08750546165412	526.980895996094	1.24886655807495			
581	1.08922971778885	527.78564453125	1.26371026039124			
582	1.09548448255869	528.590393066406	1.31265223026276			
583	1.11297894418194	529.395080566406	1.3213472366333			
584	1.11218581017177	530.199829101563	1.34251773357391			
585	1.12579389941083	531.004577636719	1.37196779251099			
586	1.13055399123912	531.809326171875	1.37612318992615			
587	1.14690545857621	532.614074707031	1.40779840946198			
588	1.14297596671275	533.418823242188	1.41911470890045			
589	1.15265284568204	534.223571777344	1.44305920600891			
590	1.16487797373393	535.0283203125	1.45692992210388			
591	1.17722664403168	535.833068847656	1.48139202594757			
592	1.19138009298667	536.637817382813	1.49011552333832			
593	1.19595101361673	537.442565917969	1.49178194999695			
594	1.20731408505904	538.247314453125	1.5374242067337			
595	1.21947105819955	539.052062988281	1.52571487426758			
596	1.23455522064791	539.856811523438	1.55683445930481			
597	1.24628929626892	540.661560058594	1.55004954338074			
598	1.25888021609302	541.466247558594	1.57379007339478			
599	1.26705384353384	542.27099609375	1.56991291046143			
600	1.27461457947753	543.075744628906	1.59477281570435			
601	1.29780928773852	543.880493164063	1.60390627384186			
602	1.29562457821163	544.685241699219	1.61570703983307			
603	1.31984886272869	545.489990234375	1.62450158596039			
604	1.33238239223843	546.284301757813	1.62398660182953			
605	1.35125402072727	547.07861328125	1.64426231384277			
606	1.36692713388599	547.872924804688	1.64930963516235			
607	1.37862012426443	548.667236328125	1.66179096698761			
608	1.38921517637517	549.461547851563	1.64866828918457			
609	1.41209073432748	550.255859375	1.65305280685425			
610	1.42364936112551	551.050170898438	1.68861293792725			
611	1.4264692911377	551.844482421875	1.67230260372162			
612	1.44860206270284	552.638793945313	1.68773198127747			
613	1.45839387188497	553.43310546875	1.69656717777252			
614	1.48070294202629	554.227416992188	1.68633568286896			
615	1.49231027996227	555.021728515625	1.69025754928589			
616	1.50175717801419	555.816040039063	1.69245254993439			
617	1.51685799926918	556.6103515625	1.70190274715424			
618	1.523069423951	557.404663085938	1.69173443317413			
619	1.53667712035735	558.198974609375	1.69555509090424			
620	1.55578153685196	558.993286132813	1.70325136184692			
621	1.55842195583852	559.78759765625	1.69618046283722			
622	1.57081937072683	560.581909179688	1.70661246776581			
623	1.585518312075	561.376220703125	1.71293497085571			
624	1.59138819884462	562.170532226563	1.70827484130859			
625	1.60268252466944	562.96484375	1.70252823829651			
626	1.61338568214669	563.759155273438	1.71455240249634			
627	1.60775353362781	564.553466796875	1.70383644104004			
628	1.6269131647161	565.347778320313	1.70086359977722			
629	1.63425667987215	566.14208984375	1.70044147968292			
630	1.63012746840702	566.936401367188	1.70612144470215			
631	1.63624746080036	567.730712890625	1.69624674320221			
632	1.63514287291377	568.525024414063	1.69768393039703			
633	1.6501770506263	569.3193359375	1.70032322406769			
634	1.64426380113209	570.113647460938	1.70289814472198			
635	1.65165857290515	570.907958984375	1.70245885848999			
636	1.63875000752472	571.702270507813	1.68765151500702			
637	1.65167332617057	572.49658203125	1.67432522773743			
638	1.65171811597211	573.290893554688	1.686190366745			
639	1.63945879808072	574.085205078125	1.67491948604584			
640	1.64418887391849	574.879516601563	1.67992413043976			
641	1.64724660321474	575.673828125	1.67754793167114			
642	1.63412061459189	576.468139648438	1.66069829463959			
643	1.63360511656856	577.262451171875	1.66336047649384			
644	1.62001393587897	578.056762695313	1.65820360183716			
645	1.61889247174568	578.85107421875	1.65095734596252			
646	1.61488849490507	579.645385742188	1.64908599853516			
647	1.59409656465147	580.439697265625	1.65353786945343			
648	1.59671546697933	581.234008789063	1.64784896373749			
649	1.58573910244356	582.0283203125	1.63493275642395			
650	1.55555421117687	582.822631835938	1.63191306591034			
651	1.56223202008373	583.616943359375	1.61459124088287			
652	1.55088033077311	584.411254882813	1.62644445896149			
653	1.53785288538464	585.20556640625	1.61007595062256			
654	1.52851084087892	585.999877929688	1.59964239597321			
655	1.50114903344007	586.794250488281	1.60787296295166			
656	1.50284507693288	587.588562011719	1.59878420829773			
657	1.47424335626295	588.382873535156	1.59239506721497			
658	1.47353205098749	589.177185058594	1.59131050109863			
659	1.44953064019636	589.971496582031	1.58243453502655			
660	1.43958701295153	590.765808105469	1.57424080371857			
661	1.43297912112078	591.560119628906	1.57214510440826			
662	1.39742918372182	592.354431152344	1.54846227169037			
663	1.39194974168414	593.148742675781	1.55743813514709			
664	1.36867104746436	593.943054199219	1.53002166748047			
665	1.34757060014808	594.737365722656	1.5312864780426			
666	1.3385049094648	595.531677246094	1.53078258037567			
667	1.32010011970927	596.325988769531	1.52997744083405			
668	1.31063401330838	597.120300292969	1.51853621006012			
669	1.27771753520506	597.914611816406	1.5145468711853			
670	1.26374760536061	598.708923339844	1.51297330856323			
671	1.25030249002013	599.503234863281	1.51009690761566			
672	1.22425286138808	600.297546386719	1.48832666873932			
673	1.2066361992017	601.091857910156	1.4831782579422			
674	1.18247221935111	601.886169433594	1.47391080856323			
675	1.16221414160846	602.680480957031	1.46090114116669			
676	1.14510885146962	603.474792480469	1.4389922618866			
677	1.13087461656653	604.269104003906	1.44125592708588			
678	1.11109705573869	605.063415527344	1.43092930316925			
679	1.08610439345171	605.857727050781	1.42891192436218			
680	1.0653262294132	606.652038574219	1.41997003555298			
681	1.04973179260022	607.446350097656	1.40844714641571			
682	1.02348542006079	608.240661621094	1.39906644821167			
683	1.00721524114941	609.034973144531	1.38436472415924			
684	0.994640686657053	609.829284667969	1.37519824504852			
685	0.965404043239293	610.623596191406	1.3803254365921			
686	0.949377779251459	611.417907714844	1.35477995872498			
687	0.927745409577202	612.212219238281	1.33880698680878			
688	0.913365965779853	613.006530761719	1.33008933067322			
689	0.885007633433885	613.800842285156	1.32696259021759			
690	0.877930914605219	614.595153808594	1.31924700737			
691	0.878114499916525	615.389465332031	1.30033683776855			
692	0.893186693723827	616.183776855469	1.2865195274353			
693	0.904409922883165	616.978088378906	1.29336249828339			
694	0.886870226264	617.772399902344	1.27007627487183			
695	0.846908884795578	618.566711425781	1.26326012611389			
696	0.802738510710051	619.361022949219	1.25199735164642			
697	0.761959367876004	620.155334472656	1.23944616317749			
698	0.743731409991222	620.949645996094	1.21850800514221			
699	0.722402048161427	621.743957519531	1.2152544260025			
700	0.710654130345557	622.538269042969	1.19267737865448			
701	0.692744335629154	623.332580566406	1.1927855014801			
702	0.679788409458055	624.126892089844	1.17180359363556			
703	0.658666628003354	624.921203613281	1.15211725234985			
704	0.647942493004875	625.715515136719	1.16056418418884			
705	0.628185494865097	626.509826660156	1.14894461631775			
706	0.617418519958054	627.304138183594	1.14508521556854			
707	0.603758880289243	628.098449707031	1.12310183048248			
708	0.590985989077183	628.892761230469	1.1091502904892			
709	0.569007146008012	629.687072753906	1.0970401763916			
710	0.560096822692478	630.481384277344	1.0813684463501			
711	0.546351641052081	631.275695800781	1.06796443462372			
712	0.539097620126828	632.070007324219	1.05199289321899			
713	0.522057751752217	632.852416992188	1.04715168476105			
714	0.507963712413919	633.634887695313	1.02593767642975			
715	0.499374425939278	634.417297363281	1.02127408981323			
716	0.480940588545865	635.199768066406	1.0083943605423			
717	0.471232988814754	635.982177734375	1.00042569637299			
718	0.456903450062522	636.7646484375	0.974185764789581			
719	0.448659186457148	637.547058105469	0.987790465354919			
720	0.43863538758094	638.329528808594	0.977060198783875			
721	0.418900264750065	639.111938476563	0.958581984043121			
722	0.413359206372829	639.894409179688	0.941608846187592			
723	0.401592196648563	640.676818847656	0.943619430065155			
724	0.390654839531481	641.459289550781	0.917010545730591			
725	0.38359152887532	642.24169921875	0.912673711776733			
726	0.375360824411311	643.024169921875	0.892429053783417			
727	0.361685517538954	643.806579589844	0.88628226518631			
728	0.361096094216332	644.589050292969	0.879385590553284			
729	0.347501062449639	645.371459960938	0.866241216659546			
730	0.33649049144266	646.153930664063	0.864335536956787			
731	0.329016238535112	646.936340332031	0.850380182266235			
732	0.32136391362972	647.71875	0.844118475914001			
733	0.311317848238652	648.501220703125	0.823911428451538			
734	0.301676660572877	649.283630371094	0.801697969436646			
735	0.290873800689498	650.066101074219	0.813399910926819			
736	0.286562614523164	650.848510742188	0.801596164703369			
737	0.277925745872316	651.630981445313	0.789102375507355			
738	0.27278823478003	652.413391113281	0.773791491985321			
739	0.260625515105933	653.195861816406	0.76373153924942			
740	0.26381864245938	653.978271484375	0.760815143585205			
741	0.249106611951762	654.7607421875	0.742381274700165			
742	0.238735030659593	655.543151855469	0.744664430618286			
743	0.240169106432398	656.325622558594	0.72731351852417			
744	0.231342039570547	657.108032226563	0.729854226112366			
745	0.225745264528253	657.890502929688	0.717048764228821			
746	0.218876209421608	658.672912597656	0.713700234889984			
747	0.212496978054574	659.455383300781	0.688924729824066			
748	0.211176907925398	660.23779296875	0.676250755786896			
749	0.202292815401965	661.020263671875	0.665351092815399			
750	0.197605189782399	661.802673339844	0.654528856277466			
751	0.193456098711133	662.585144042969	0.645738303661346			
752	0.188872103558204	663.367553710938	0.638152778148651			
753	0.182671036732165	664.150024414063	0.634271502494812			
754	0.179000639888784	664.932434082031	0.620467841625214			
755	0.170793754963293	665.714904785156	0.621783494949341			
756	0.167264007498822	666.497314453125	0.608753979206085			
757	0.16567321425146	667.27978515625	0.597198247909546			
758	0.159292572745634	668.062194824219	0.58620297908783			
759	0.152168067143352	668.844604492188	0.583239197731018			
760	0.153480485622299	669.627075195313	0.583167850971222			
761	0.144042456978846	670.409484863281	0.570797085762024			
762	0.144868973163396	671.191955566406	0.555014073848724			
763	0.14193055127566	671.974365234375	0.545820474624634			
764	0.135129491687339	672.7568359375	0.534402906894684			
765	0.128947480251848	673.539245605469	0.54686176776886			
766	0.126551777925581	674.321716308594	0.525759637355804			
767	0.122961882441252	675.104125976563	0.514766454696655			
768	0.119422244948112	675.886596679688	0.513453900814056			
769	0.117476234323988	676.669006347656	0.502931118011475			
770	0.115109541033863	677.451477050781	0.490541994571686			
771	0.109172342563189	678.23388671875	0.490336298942566			
772	0.108592685534974	679.016357421875	0.477440983057022			
773	0.100282389423552	679.798767089844	0.478097707033157			
774	0.103073058158613	680.581237792969	0.463751822710037			
775	0.0986770712110964	681.363647460938	0.457983940839767			
776	0.0955197183939117	682.146118164063	0.45462366938591			
777	0.0925718110819082	682.928527832031	0.444041341543198			
778	0.0929528304643208	683.710998535156	0.442996621131897			
779	0.0887618067580368	684.493408203125	0.437692910432816			
780	0.0843192205301229	685.27587890625	0.424535393714905			
781	0.0818846989890683	686.058288574219	0.412585884332657			
782	0.0830598766713295	686.840759277344	0.404650658369064			
783	0.0769259782445369	687.623168945313	0.400866121053696			
784	0.0753873783913285	688.405639648438	0.397883951663971			
785	0.0742660602803208	689.188049316406	0.382174283266068			
786	0.0705586683593917	689.970458984375	0.377190142869949			
787	0.0699427345614382	690.7529296875	0.373763263225555			
788	0.06720029459653	691.535339355469	0.36380472779274			
789	0.0654309665716299	692.317810058594	0.361269444227219			
790	0.06403530369247	693.100219726563	0.353435456752777			
791	0.061086418405387	693.882690429688	0.353540271520615			
792	0.061168592927906	694.665100097656	0.347278594970703			
793	0.0575746948081358	695.447570800781	0.343941479921341			
794	0.0584666853167379	696.22998046875	0.334028154611588			
795	0.0570010052181836	697.008544921875	0.328437685966492			
796	0.05293830112858	697.787048339844	0.312137395143509			
797	0.052385471508874	698.565551757813	0.31633734703064			
798	0.049021279852565	699.344055175781	0.314526736736298			
799	0.048872316973314	700.122619628906	0.311857789754868			
800	0.0475241597174196	700.901123046875	0.303522378206253			
801	0.0461377682758134	701.679626464844	0.290494740009308			
802	0.0453827916950004	702.458129882813	0.292677819728851			
803	0.0428602972088334	703.236694335938	0.28331783413887			
804	0.0433813990557738	704.015197753906	0.28205332159996			
805	0.0419081274284446	704.793701171875	0.278065830469131			
806	0.0407993742858189	705.572204589844	0.278895139694214			
807	0.0389007354881947	706.350769042969	0.268116891384125			
808	0.0383582056425097	707.129272460938	0.262018144130707			
809	0.0363827624246325	707.907775878906	0.257303178310394			
810	0.0359796066858909	708.686279296875	0.249717906117439			
811	0.0350471957776911	709.46484375	0.251664370298386			
812	0.0337761786077969	710.243347167969	0.242195501923561			
813	0.0322659044667253	711.021850585938	0.243864104151726			
814	0.0324822272433378	711.800354003906	0.23462900519371			
815	0.0317130854590661	712.578918457031	0.227632820606232			
816	0.0297771234080882	713.357421875	0.229478508234024			
817	0.0288248838622699	714.135925292969	0.216966927051544			
818	0.0279217606927148	714.914428710938	0.221478417515755			
819	0.0272849157782583	715.692993164063	0.212250083684921			
