w	LED 2700 K Cui	w	LED 6500 K Cui
457.894	0.199589192073739		
458.26	0.196832043499007		
458.626	0.192769636270326		
458.992	0.189493268783525		
459.358	0.18641401218001		
459.724	0.18415685218727		
460.09	0.181750657136436		
460.456	0.179455036483542		
460.822	0.176939468930397		
461.188	0.174023670132533		
461.554	0.170664371847278		
461.919	0.16714642333889		
462.285	0.163654916534358		
462.651	0.161463860801256		
463.016	0.158713923600302		
463.382	0.15652166597157		
463.748	0.155342606358749		
464.113	0.153794564787583		
464.479	0.150887179259128		
464.844	0.148368006019093		
465.209	0.145775517145642		
465.575	0.143330861434655		
465.94	0.140979953582791		
466.306	0.138558133888769		
466.671	0.135809398583446		
467.036	0.133284215865263		
467.401	0.131704925007722		
467.767	0.128915325250986		
468.132	0.126682203170841		
468.497	0.125463481002237		
468.862	0.123699098217709		
469.227	0.122015242440377		
469.592	0.120070575311381		
469.957	0.117970863646143		
470.322	0.116736516834351		
470.687	0.116285805973181		
471.052	0.114720937863198		
471.417	0.114013021337253		
471.781	0.113395246983542		
472.146	0.112807520020576		
472.511	0.112242629074576		
472.876	0.111739034805696		
473.24	0.111301544796453		
473.605	0.111302746692083		
473.97	0.111162124903398		
474.334	0.110806363796981		
474.699	0.11086645857847		
475.063	0.111166932485917		
475.428	0.112035903026253		
475.792	0.112713772161453		
476.157	0.113373612862206		
476.521	0.114604353987108		
476.885	0.115637984228726		
477.25	0.116160808827683		
477.614	0.116938435300155		
477.978	0.118036967905781		
478.342	0.118865073994704		
478.706	0.120153506109836		
479.07	0.121217183742198		
479.435	0.122552489786892		
479.799	0.124083704819241		
480.163	0.125086085774484		
480.527	0.125844481916879		
480.891	0.126640136823799		
481.254	0.12804154712813		
481.618	0.129957368762011		
481.982	0.131835931631369		
482.346	0.133691658483761		
482.71	0.136037758753105		
483.074	0.138455972760237		
483.437	0.140685489153493		
483.801	0.142952264311272		
484.165	0.144908950396565		
484.528	0.147208176736349		
484.892	0.149781435279723		
485.255	0.152030182003055		
485.619	0.154452001697077		
485.982	0.157237995766924		
486.346	0.15940621548306		
486.709	0.162103269276303		
487.072	0.164872436807333		
487.436	0.167674055520367		
487.799	0.17025452543752		
488.162	0.172842206728452		
488.525	0.175949106931452		
488.889	0.178827646964793		
489.252	0.181513883697367		
489.615	0.18477823222787		
489.978	0.187538986489491		
490.341	0.190687953039534		
490.704	0.19393307123996		
491.067	0.197475057660943		
491.43	0.200673301931807		
491.793	0.203734530100875		
492.156	0.206266924192837		
492.519	0.209780065118705		
492.881	0.212382169157195		
493.244	0.215248690234237		
493.607	0.217829160151391		
493.969	0.220250979845412		
494.332	0.223461243072574		
494.695	0.22710298683083		
495.057	0.230013978046174		
495.42	0.233679759717026		
495.782	0.236465753786873		
496.145	0.23975654402123		
496.507	0.243705973060711		
496.87	0.247628960396337		
497.232	0.25134401978801		
497.594	0.256246552061912		
497.957	0.260086608599082		
498.319	0.264177861322878		
498.681	0.26795662118293		
499.043	0.271754611373058		
499.406	0.274607911598173		
499.768	0.277705196636135		
500.13	0.279657075138909		
500.492	0.283656983794841		
500.854	0.287784293387531		
501.216	0.291892372650144		
501.578	0.295505270913284		
501.94	0.298418665919889		
502.302	0.300527992750166		
502.663	0.303922146008685		
503.025	0.30609877899423		
503.387	0.308959290593123		
503.749	0.311050588988953		
504.11	0.313113041889668		
504.472	0.316544453912711		
504.834	0.319971058353235		
505.195	0.321967406994311		
505.557	0.323302713039005		
505.918	0.323991399234873		
506.28	0.326926428362814		
506.641	0.331165514249074		
507.003	0.335187057026342		
507.364	0.337554791417023		
507.725	0.340042715370683		
508.087	0.343573884730998		
508.448	0.346561797266649		
508.809	0.349219188504109		
509.17	0.351834513394526		
509.532	0.353865717008866		
509.893	0.35695218498616		
510.254	0.359245401847794		
510.615	0.360931661416386		
510.976	0.362788590164407		
511.337	0.364343843109352		
511.698	0.365651505554561		
512.059	0.367665882630084		
512.419	0.367996403928276		
512.78	0.367729583098463		
513.141	0.368137025716961		
513.502	0.370609325027433		
513.863	0.37277273716105		
514.223	0.375492626971259		
514.584	0.376979371865306		
514.945	0.379306241804574		
515.305	0.3811956217346		
515.666	0.383651094506255		
516.026	0.385610184382809		
516.387	0.388684633403804		
516.747	0.390555984899383		
517.108	0.392122054904996		
517.468	0.393582358095188		
517.828	0.395141216727022		
518.188	0.396155616638562		
518.549	0.397642361532609		
518.909	0.398171195609716		
519.269	0.400388693046673		
519.629	0.402322543115001		
519.989	0.403483574293376		
520.349	0.40645586218584		
520.71	0.409038735894252		
521.07	0.411036286430959		
521.43	0.41340281892601		
521.789	0.414514572383563		
522.149	0.41634145374084		
522.509	0.417919542702751		
522.869	0.418509673456976		
523.229	0.419597389001934		
523.589	0.422245165074355		
523.948	0.423995125111326		
524.308	0.426410935327198		
524.668	0.428922897193454		
525.027	0.431999750005709		
525.387	0.431678843872556		
525.746	0.432256955670484		
526.106	0.432010567066377		
526.465	0.431943260911109		
526.825	0.431640383212403		
527.184	0.432749732878696		
527.543	0.433646347018518		
527.903	0.435095833148041		
528.262	0.436736420682701		
528.621	0.43962337398545		
528.98	0.442387733933961		
529.34	0.444968203851114		
529.699	0.447566702202714		
530.058	0.449120753252029		
530.417	0.449898379724502		
530.776	0.450821435568178		
531.135	0.451913958695655		
531.494	0.453511277987642		
531.853	0.455192729973715		
532.212	0.455847763091949		
532.57	0.458052039676979		
532.929	0.459767144740685		
533.288	0.461371675406451		
533.647	0.463102405113345		
534.005	0.463610806964745		
534.364	0.464876403062911		
534.723	0.46686073274769		
535.081	0.468663576192371		
535.44	0.470212819659166		
535.798	0.472359405253967		
536.157	0.474735552914056		
536.515	0.479416936392078		
536.873	0.483156033696346		
537.232	0.48432067056161		
537.59	0.484541819357491		
537.948	0.485122334946678		
538.307	0.486718452343035		
538.665	0.488193178280784		
539.023	0.489542907073036		
539.381	0.492040446191734		
539.739	0.493844491532044		
540.097	0.495143740707844		
540.455	0.497399698804955		
540.813	0.500224153534955		
541.171	0.502700058532317		
541.529	0.505889889533773		
541.887	0.508059311145539		
542.245	0.51099193648222		
542.603	0.512987083227667		
542.96	0.515109630909871		
543.318	0.516616808029624		
543.676	0.51805307330722		
544.034	0.518399219248599		
544.391	0.52223446820325		
544.749	0.525340166510621		
545.106	0.529318441045217		
545.464	0.531356856033336		
545.821	0.532763073920187		
546.179	0.534529860495974		
546.536	0.536482940894379		
546.893	0.537986512327243		
547.251	0.540017715941583		
547.608	0.542685924239711		
547.965	0.545880562823686		
548.322	0.548755497170137		
548.68	0.551629229620958		
549.037	0.554575075809567		
549.394	0.553947686290818		
549.751	0.554846704221899		
550.108	0.55619402922289		
550.465	0.558833392025903		
550.822	0.562798445708572		
551.179	0.565314013261716		
551.536	0.568467787394278		
551.892	0.571982130215776		
552.249	0.573284985078466		
552.606	0.575342630396662		
552.963	0.577770459568832		
553.319	0.578608180822794		
553.676	0.581261966373364		
554.033	0.582852074291573		
554.389	0.58473424284782		
554.746	0.586817127974241		
555.102	0.587058708995828		
555.459	0.591041791112943		
555.815	0.596241191607403		
556.171	0.60049470024122		
556.528	0.603844383361438		
556.884	0.607147192552093		
557.24	0.609280557294966		
557.597	0.613865789122604		
557.953	0.617881322421724		
558.309	0.62100985674606		
558.665	0.623168461297158		
559.021	0.625805420308911		
559.377	0.629198371671801		
559.733	0.633353324863975		
560.089	0.636305180530733		
560.445	0.639564721478716		
560.801	0.641545445476606		
561.157	0.645151132365968		
561.513	0.648766434420368		
561.868	0.652687017964734		
562.224	0.655631662257713		
562.58	0.657784257330662		
562.935	0.659335904588717		
563.291	0.662820200019471		
563.647	0.66695231719468		
564.002	0.670551994605892		
564.358	0.675049488052556		
564.713	0.678694837497701		
565.069	0.682855800168025		
565.424	0.684304084401919		
565.779	0.687035993168425		
566.135	0.689647712371953		
566.49	0.694756970694179		
566.845	0.698361455687911		
567.2	0.702206319807601		
567.556	0.706112480604409		
567.911	0.710248203466507		
568.266	0.712914007973376		
568.621	0.716299747962487		
568.976	0.719622989378848		
569.331	0.723559197566402		
569.686	0.727531462622849		
570.041	0.729753767642325		
570.396	0.73390751893887		
570.75	0.737786036136194		
571.105	0.740628519300641		
571.46	0.742544340934522		
571.815	0.746259400326195		
572.169	0.750667953496254		
572.524	0.756290421252399		
572.878	0.760661715657936		
573.233	0.765030606272213		
573.588	0.769897081677221		
573.942	0.774342893611805		
574.296	0.777114464934094		
574.651	0.779654070399835		
575.005	0.783121539291771		
575.36	0.786097432871124		
575.714	0.78979566572398		
576.068	0.793486687203057		
576.422	0.79962837387127		
576.776	0.804724411341568		
577.131	0.810506731216475		
577.485	0.816331117438424		
577.839	0.821885077143671		
578.193	0.825977531763097		
578.547	0.828380121127042		
578.901	0.830657713345489		
579.255	0.834584306368004		
579.608	0.839442368503604		
579.962	0.843737943484464		
580.316	0.84816933267149		
580.67	0.851973332339766		
581.024	0.85618958220906		
581.377	0.858967163009499		
581.731	0.861114950499929		
582.084	0.862691837566209		
582.438	0.861495951414571		
582.791	0.861206294567792		
583.145	0.863928588169261		
583.498	0.868311901531095		
583.852	0.870440458691448		
584.205	0.875338183382831		
584.558	0.880576044537444		
584.912	0.886386008011836		
585.265	0.893186333485173		
585.618	0.897882139710752		
585.971	0.901883250262314		
586.325	0.905543022455016		
586.678	0.908786938759812		
587.031	0.911628220028629		
587.384	0.914384166707731		
587.737	0.915105304085604		
588.09	0.916397341887625		
588.442	0.916299988341612		
588.795	0.917868462138485		
589.148	0.920546285601651		
589.501	0.926094235828749		
589.854	0.930828502714481		
590.206	0.934399334630579		
590.559	0.936932930618171		
590.912	0.938875193955907		
591.264	0.940746545451486		
591.617	0.943476050426733		
591.969	0.946557710821508		
592.322	0.950829247889772		
592.674	0.954496231456253		
593.027	0.958646377065908		
593.379	0.960806183512636		
593.731	0.962713591877109		
594.083	0.967278391479041		
594.436	0.971600408163756		
594.788	0.975071482742582		
595.14	0.977274557431982		
595.492	0.974251789923067		
595.844	0.974870766172407		
596.196	0.97581545613742		
596.548	0.975005378482943		
596.9	0.975428445744629		
597.252	0.976162803974429		
597.604	0.977323835152803		
597.956	0.979841806497207		
598.308	0.981189131498199		
598.659	0.982586936115642		
599.011	0.983525616602505		
599.363	0.982715538948029		
599.714	0.98406286394902		
600.066	0.984541218409676		
600.418	0.986059212590097		
600.769	0.988311565000318		
601.121	0.990825930657834		
601.472	0.991818696448038		
601.824	0.992478537148791		
602.175	0.9924304613236		
602.526	0.994673198568783		
602.877	0.996340227807298		
603.229	0.997473615386187		
603.58	0.996855841032476		
603.931	0.997457990743		
604.282	0.997102229636583		
604.633	0.996171962419127		
604.984	0.995519333092153		
605.335	0.998171916747094		
605.686	0.998823344178438		
606.037	1		
606.388	0.996903916857668		
606.739	0.994536182466987		
607.09	0.992792231908166		
607.441	0.993391977827429		
607.791	0.99333548873283		
608.142	0.994391954991412		
608.493	0.995340250643315		
608.843	0.99604456148237		
609.194	0.996539742481842		
609.544	0.996586616411404		
609.895	0.995179196628923		
610.245	0.994659977716855		
610.596	0.993363132332315		
610.946	0.991649229164238		
611.297	0.991474954297919		
611.647	0.991672065181204		
611.997	0.991137221625948		
612.347	0.991351159048051		
612.697	0.991000205524153		
613.048	0.990265847294353		
613.398	0.987953400102642		
613.748	0.986053203111948		
614.098	0.983710708529493		
614.448	0.983624172044148		
614.798	0.983186682034905		
615.148	0.983128991044676		
615.497	0.983709506633863		
615.847	0.982306894433901		
616.197	0.978351455916271		
616.547	0.974952495075233		
616.897	0.970140104973564		
617.246	0.96931560457153		
617.596	0.966647396273402		
617.945	0.963264060075551		
618.295	0.960988871648364		
618.644	0.959176413038645		
618.994	0.955832739396576		
619.343	0.953502263770419		
619.693	0.948216326790614		
620.042	0.943866666506414		
620.391	0.94196767141135		
620.741	0.941014568176929		
621.09	0.938896828077243		
621.439	0.936725002674218		
621.788	0.933357291119554		
622.137	0.929523244060532		
622.486	0.926431968500719		
622.835	0.920298695101915		
623.184	0.915656974179676		
623.533	0.915247127769919		
623.882	0.915557216842404		
624.231	0.913616155400297		
624.58	0.911726775470272		
624.929	0.909201592752089		
625.277	0.907018950288395		
625.626	0.903581528787203		
625.975	0.90088687878522		
626.323	0.897425419371433		
626.672	0.894265635760722		
627.02	0.890186401993224		
627.369	0.886944889479687		
627.717	0.884354804397496		
628.066	0.881399343043849		
628.414	0.876782861929836		
628.762	0.872244504031759		
629.111	0.867453748051427		
629.459	0.862369729537427		
629.807	0.857106628574588		
630.155	0.852503368312503		
630.503	0.848032316569694		
630.851	0.843997552940498		
631.2	0.840844980703566		
631.548	0.838926755278425		
631.896	0.836554213305225		
632.243	0.83155432748531		
632.591	0.829035154245276		
632.939	0.825139810509135		
633.287	0.82098605921259		
633.635	0.817629164718594		
633.982	0.812754276044177		
634.33	0.807181086008853		
634.678	0.803879478713827		
635.025	0.798628396707287		
635.373	0.794862857699163		
635.72	0.791588894003623		
636.068	0.785753690721005		
636.415	0.781068701556094		
636.763	0.777257490514039		
637.11	0.774128956189702		
637.457	0.768579804066974		
637.805	0.765450067847008		
638.152	0.760051152678004		
638.499	0.756445465788642		
638.846	0.752393875620629		
639.193	0.74899611667522		
639.54	0.744428913282028		
639.888	0.74074750696799		
640.234	0.733647909482836		
640.581	0.726738211507189		
640.928	0.720917430972129		
641.275	0.718197541161921		
641.622	0.716484839889474		
641.969	0.713989704562035		
642.316	0.710807084934359		
642.662	0.707374471015686		
643.009	0.70226761648472		
643.356	0.695664401894668		
643.702	0.691293107489132		
644.049	0.686332884225		
644.395	0.682495231479089		
644.742	0.677693658438089		
645.088	0.673598800027403		
645.434	0.671934174580148		
645.781	0.668857321767892		
646.127	0.664547324039475		
646.473	0.660421216342415		
646.819	0.655173740022764		
647.166	0.651119746063491		
647.512	0.64632418250064		
647.858	0.640873585819555		
648.204	0.636873677163622		
648.55	0.631844945848592		
648.896	0.626256131170081		
649.242	0.622378815868388		
649.588	0.617632530026358		
649.933	0.613710744586362		
650.279	0.609570214141744		
650.625	0.605202525423097		
650.971	0.600896133381569		
651.316	0.594665506436752		
651.662	0.588448100343862		
652.008	0.581483115169245		
652.353	0.576858220785823		
652.699	0.573250130105202		
653.044	0.569226183536674		
653.39	0.565523143101299		
653.735	0.561600155765674		
654.08	0.558855026147239		
654.426	0.555871921194107		
654.771	0.551922492154626		
655.116	0.547318029996911		
655.461	0.542191945135868		
655.806	0.538439626979672		
656.151	0.5346115893988		
656.497	0.529424207860638		
656.842	0.52466590306231		
657.186	0.520407586845973		
657.531	0.517744186130365		
657.876	0.51539928775665		
658.221	0.510393392458586		
658.566	0.505417544551266		
658.911	0.501350329740066		
659.255	0.497051149072317		
659.6	0.49364137117061		
659.945	0.488902296702359		
660.289	0.484533406088082		
660.634	0.48098420829332		
660.978	0.476834062683665		
661.323	0.471745236587145		
661.667	0.468057820794958		
662.012	0.464018249583243		
662.356	0.460027956092349		
662.7	0.455517241793757		
663.045	0.451082246919842		
663.389	0.449095513443804		
663.733	0.446321538330255		
664.077	0.442584844817246		
664.421	0.437637842405041		
664.765	0.433100686402594		
665.109	0.428788284882917		
665.453	0.424978275736492		
665.797	0.42103365427953		
666.141	0.417817381574219		
666.485	0.414354720264802		
666.829	0.410875232416567		
667.172	0.407306804291729		
667.516	0.404037648178707		
667.86	0.401062956494984		
668.203	0.398520947237984		
668.547	0.395427267886911		
668.89	0.392243446363605		
669.234	0.387481535878387		
669.577	0.382530927779294		
669.921	0.377397631544472		
670.264	0.374783508549685		
670.608	0.371173014077804		
670.951	0.369657423688642		
671.294	0.366423122548884		
671.637	0.363691213782378		
671.98	0.360418451982467		
672.324	0.357196169799007		
672.667	0.35277199198576		
673.01	0.350179503112309		
673.353	0.346681986829628		
673.696	0.344313050543317		
674.039	0.342132811870883		
674.381	0.33926508889821		
674.724	0.337146146902895		
675.067	0.334553658029444		
675.41	0.331048930372984		
675.753	0.328276157155065		
676.095	0.324863975462099		
676.438	0.321471024099209		
676.78	0.319361697268933		
677.123	0.315563707078805		
677.465	0.313054149003809		
677.808	0.310008545477928		
678.15	0.306044693690889		
678.493	0.303268314786081		
678.835	0.300146991835523		
679.177	0.297285278340999		
679.519	0.294748076666518		
679.862	0.291862325259399		
680.204	0.289197722648161		
680.546	0.285825203510978		
680.888	0.283018777215424		
681.23	0.280292877927067		
681.572	0.278101822193964		
681.914	0.276024946545692		
682.256	0.273158425468649		
682.598	0.269719802071828		
682.939	0.267034767234883		
683.281	0.263951904944478		
683.623	0.262421891807759		
683.965	0.260022908130704		
684.306	0.258385926282933		
684.648	0.255192489594589		
684.989	0.253307917247082		
685.331	0.250208228417861		
685.672	0.247479925338243		
686.014	0.243766067842201		
686.355	0.241716835793413		
686.696	0.239823850176498		
687.038	0.238042640853154		
687.379	0.235055930213132		
687.72	0.232488681147906		
688.061	0.229903403648234		
688.403	0.227286876862187		
688.744	0.224505690374859		
689.085	0.221458884953348		
689.426	0.219795461401723		
689.767	0.217539503304612		
690.108	0.215590028593097		
690.448	0.213951844849697		
690.789	0.211830499063122		
691.13	0.210177892572165		
691.471	0.208080584698186		
691.811	0.206388315651445		
692.152	0.204363121515254		
692.493	0.20268767900733		
692.833	0.199316361765777		
693.174	0.197449817852717		
693.514	0.195842883395692		
693.855	0.194366955562313		
694.195	0.19166990176907		
694.535	0.190304548333632		
694.876	0.188202432877134		
695.216	0.186817849111619		
695.556	0.1845534777451		
695.896	0.182028295026916		
696.237	0.180154539740078		
696.577	0.179265136974035		
696.917	0.176718320134516		
697.257	0.174697933580844		
697.597	0.17291191667498		
697.937	0.172385486389133		
698.276	0.171211234358831		
698.616	0.169648770040107		
698.956	0.167773812857639		
699.296	0.166213752330175		
699.636	0.164628451994486		
699.975	0.163008296685532		
700.315	0.160456672263494		
700.654	0.158356960598256		
700.994	0.156396668826072		
701.333	0.154455607383966		
701.673	0.153032562958298		
702.012	0.150674443732655		
702.352	0.149226159498761		
702.691	0.147211782423238		
703.03	0.145138512461855		
703.369	0.142715490872204		
703.709	0.140540059782289		
704.048	0.13793194626565		
704.387	0.137204799409629		
704.726	0.135984875345395		
705.065	0.134174820526935		
705.404	0.132863552394837		
705.743	0.131816701301292		
706.082	0.13019294030545		
706.421	0.129529493917807		
706.759	0.12759083626696		
707.098	0.126333653438203		
707.437	0.125488720810462		
707.775	0.124493551228998		
708.114	0.123068103012071		
708.453	0.121551310727279		
708.791	0.119822984811645		
709.13	0.118742480640466		
709.468	0.117411982178292		
709.806	0.11645887894387		
710.145	0.115375970981432		
710.483	0.114814685722321		
710.821	0.113855573009751		
711.16	0.112254648030874		
711.498	0.111588797851972		
711.836	0.109938595152274		
712.174	0.108725882461819		
712.512	0.106469924364708		
712.85	0.104325742561167		
713.188	0.103045723715444		
713.526	0.101794550364835		
713.864	0.099638349604997		
714.202	0.098462895679065		
714.539	0.0966804844600904		
714.877	0.0963884238220521		
715.215	0.0951612883840393		
715.553	0.0942502514966605		
715.89	0.0936348809342094		
716.228	0.0935495463444945		
716.565	0.0929654250684179		
716.903	0.0922394801080264		
717.24	0.0909210006021497		
717.578	0.0896397798607964		
717.915	0.0886710519831879		
718.252	0.0874691563534006		
718.589	0.0859631811292771		
718.927	0.0859715943986856		
719.264	0.0850521442418983		
719.601	0.0838021727869195		
719.938	0.0833995377509408		
720.275	0.0827925804578982		
720.612	0.0816075113669279		
720.949	0.08069166689703		
721.286	0.0789308897993916		
721.623	0.0772458321264298		
721.96	0.0769874245660255		
722.296	0.076052349766051		
722.633	0.0749045394396042		
722.97	0.0748023783110722		
723.306	0.0740848466200892		
723.643	0.07306323533477		
723.98	0.0734526495188211		
724.316	0.0725860827697444		
724.653	0.0716149511008763		
724.989	0.0710825113368805		
725.325	0.069486393940523		
725.662	0.0682604603981399		
725.998	0.0671691391662931		
726.334	0.0658230160609313		
726.67	0.064999717554527		
727.007	0.0641439678661184		
727.343	0.0630021670178205		
727.679	0.0621380040600034		
728.015	0.061575516905263		
728.351	0.0607906790590119		
728.687	0.0598772383803735		
729.023	0.0586128441778373		
729.358	0.057959012955233		
729.694	0.0573724878878968		
730.03	0.0565371704251946		
730.366	0.0560540083820201		
730.701	0.0547643743712583		
731.037	0.0543689507090583		
731.373	0.0537956464936498		
731.708	0.0529350892227221		
732.044	0.0523942361893178		
732.379	0.0518702096947305		
732.714	0.0505901908490071		
733.05	0.0499808297647049		
733.385	0.0491983957097134		
733.72	0.0487248488315772		
734.055	0.0480325569488197		
734.391	0.0469268129694154		
734.726	0.0462477419385855		
735.061	0.0457982329730451		
735.396	0.0452862254347557		
735.731	0.0448715714424791		
736.066	0.0439088530430195		
736.401	0.0437165497422535		
736.736	0.0427514275515343		
737.07	0.0416324627202023		
737.405	0.0415026579921853		
737.74	0.040713012563415		
738.075	0.039351264814866		
738.409	0.0386133008981766		
738.744	0.0377948099742915		
739.078	0.0375556327439638		
739.413	0.0379678829449808		
739.747	0.0367551702545254		
740.082	0.0358970167748573		
740.416	0.0357119248478701		
740.75	0.0356482243794913		
741.085	0.0343513789949508		
741.419	0.03418671929367		
741.753	0.0327997317368954		
742.087	0.0321422948274018		
742.421	0.0319608085873039		
742.755	0.0313298133816656		
743.089	0.0299512390942995		
743.423	0.029773358541091		
743.757	0.0286183368408654		
744.091	0.0288815519837888		
744.425	0.0282962288120824		
744.759	0.0279500828707037		
745.093	0.0271976962064568		
745.426	0.0266941019375759		
